,cycle,b1c0,b1c11,b1c14,b1c15,b1c16,b1c17,b1c18,b1c19,b1c1,b1c20,b1c21,b1c23,b1c24,b1c25,b1c26,b1c27,b1c28,b1c29,b1c2,b1c30,b1c31,b1c32,b1c33,b1c34,b1c35,b1c36,b1c37,b1c38,b1c39,b1c40,b1c41,b1c42,b1c43,b1c44,b1c45,b1c4,b1c5,b1c6,b1c7,b1c9,b2c0,b2c10,b2c11,b2c12,b2c13,b2c14,b2c17,b2c18,b2c19,b2c1,b2c20,b2c21,b2c22,b2c23,b2c24,b2c25,b2c26,b2c27,b2c28,b2c29,b2c2,b2c30,b2c31,b2c32,b2c33,b2c34,b2c35,b2c36,b2c37,b2c38,b2c39,b2c3,b2c40,b2c41,b2c42,b2c43,b2c44,b2c45,b2c46,b2c47,b2c4,b2c5,b2c6,b3c0,b3c10,b3c11,b3c12,b3c13,b3c14,b3c15,b3c16,b3c17,b3c18,b3c19,b3c1,b3c20,b3c21,b3c22,b3c24,b3c25,b3c26,b3c27,b3c28,b3c29,b3c30,b3c31,b3c33,b3c34,b3c35,b3c36,b3c3,b3c40,b3c41,b3c42,b3c43,b3c44,b3c45,b3c4,b3c5,b3c6,b3c7,b3c8,b3c9
1114,1115,1.0326154,,,,,,,,1.0420115,,,,,,,,,,1.0461715,,,,,,,,,,,,,,,,,1.033403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0175389,0.98169762,0.89653593,0.90506828,,,,,,,,,,,,,0.99132264,0.90809959,,,,,,1.0193076,,,1.0294129,,,,1.0325502,,
1115,1116,1.0322177,,,,,,,,1.0412807,,,,,,,,,,1.0463723,,,,,,,,,,,,,,,,,1.0337766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0174977,0.98125923,0.89713538,0.9043529,,,,,,,,,,,,,0.99094367,0.90754849,,,,,,1.0191934,,,1.0293342,,,,1.0325066,,
1116,1117,1.0326695,,,,,,,,1.042019,,,,,,,,,,1.0461235,,,,,,,,,,,,,,,,,1.0339134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0174564,0.98079973,0.89647007,0.90378779,,,,,,,,,,,,,0.99052769,0.90695053,,,,,,1.0191145,,,1.0293101,,,,1.032457,,
1117,1118,1.0319157,,,,,,,,1.0420703,,,,,,,,,,1.0458956,,,,,,,,,,,,,,,,,1.0333363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0173526,0.98031014,0.89583921,0.90318376,,,,,,,,,,,,,0.99018019,0.90635628,,,,,,1.0190109,,,1.0292073,,,,1.0324005,,
1118,1119,1.0318688,,,,,,,,1.0420471,,,,,,,,,,1.0457624,,,,,,,,,,,,,,,,,1.0335015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0172559,0.97987032,0.89525008,0.90250796,,,,,,,,,,,,,0.98977602,0.90573835,,,,,,1.018953,,,1.0292045,,,,1.0323074,,
1119,1120,1.031739,,,,,,,,1.0418668,,,,,,,,,,1.0459638,,,,,,,,,,,,,,,,,1.0329143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0172225,0.97942257,0.89460438,0.90193874,,,,,,,,,,,,,0.9893676,0.90514666,,,,,,1.0189345,,,1.0290856,,,,1.0322584,,
1120,1121,1.0314549,,,,,,,,1.0414307,,,,,,,,,,1.0456676,,,,,,,,,,,,,,,,,1.0329579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0171257,0.97898823,0.8939395,0.90133309,,,,,,,,,,,,,0.98900062,0.90450448,,,,,,1.0188166,,,1.0290977,,,,1.0321709,,
1121,1122,1.0316801,,,,,,,,1.0419739,,,,,,,,,,1.0461613,,,,,,,,,,,,,,,,,1.0332736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0171238,0.97850925,0.89333439,0.90065444,,,,,,,,,,,,,0.98863685,0.90383583,,,,,,1.0188782,,,1.0289629,,,,1.0321369,,
1122,1123,1.0319878,,,,,,,,1.0419319,,,,,,,,,,1.0457102,,,,,,,,,,,,,,,,,1.0329627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169983,0.97804809,0.89268154,0.90002561,,,,,,,,,,,,,0.98820138,0.9032985,,,,,,1.0186566,,,1.028951,,,,1.0321009,,
1123,1124,1.0311483,,,,,,,,1.0413432,,,,,,,,,,1.0464075,,,,,,,,,,,,,,,,,1.0324683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169239,0.97753769,0.89204323,0.89935088,,,,,,,,,,,,,0.98778021,0.90262496,,,,,,1.0183926,,,1.0288955,,,,1.0320733,,
1124,1125,1.0313284,,,,,,,,1.0413646,,,,,,,,,,1.0460607,,,,,,,,,,,,,,,,,1.0331182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0169108,0.97713059,0.89141417,0.89868742,,,,,,,,,,,,,0.98734307,0.90199405,,,,,,1.0183603,,,1.0289546,,,,1.0320055,,
1125,1126,1.031759,,,,,,,,1.0414866,,,,,,,,,,1.045821,,,,,,,,,,,,,,,,,1.0326641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0167987,0.97665429,0.89078337,0.89812487,,,,,,,,,,,,,0.98692387,0.90135217,,,,,,1.0184698,,,1.0287979,,,,1.0319371,,
1126,1127,1.0315967,,,,,,,,1.0412157,,,,,,,,,,1.045974,,,,,,,,,,,,,,,,,1.0326158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0168,0.97617787,0.89017045,0.89737099,,,,,,,,,,,,,0.98647779,0.90078896,,,,,,1.0183784,,,1.0287405,,,,1.0318875,,
1127,1128,1.0310855,,,,,,,,1.0414958,,,,,,,,,,1.0457789,,,,,,,,,,,,,,,,,1.0324614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0166595,0.97567457,0.88956285,0.89682066,,,,,,,,,,,,,0.98609746,0.90007693,,,,,,1.0181974,,,1.0287308,,,,1.0317824,,
1128,1129,1.0308084,,,,,,,,1.0413526,,,,,,,,,,1.045735,,,,,,,,,,,,,,,,,1.032331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0166608,0.97519058,0.88890857,0.89611852,,,,,,,,,,,,,0.98563373,0.89943814,,,,,,1.0181134,,,1.0285354,,,,1.031762,,
1129,1130,1.0318277,,,,,,,,1.0415447,,,,,,,,,,1.045887,,,,,,,,,,,,,,,,,1.0319592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0165569,0.97473127,0.88823748,0.89549184,,,,,,,,,,,,,0.98515981,0.89880085,,,,,,1.0177923,,,1.0285561,,,,1.031684,,
1130,1131,1.0311971,,,,,,,,1.0413595,,,,,,,,,,1.045512,,,,,,,,,,,,,,,,,1.0325181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0164165,0.97429281,0.88760662,0.89488572,,,,,,,,,,,,,0.98466599,0.89814967,,,,,,1.0178537,,,1.0285149,,,,1.0316103,,
1131,1132,1.0314872,,,,,,,,1.040524,,,,,,,,,,1.0461124,,,,,,,,,,,,,,,,,1.0324529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0163403,0.97375178,0.88695538,0.89422202,,,,,,,,,,,,,0.98422915,0.89748287,,,,,,1.0176475,,,1.0283545,,,,1.0315413,,
1132,1133,1.0308222,,,,,,,,1.0410579,,,,,,,,,,1.0454919,,,,,,,,,,,,,,,,,1.031685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0162922,0.97324753,0.88627428,0.89344257,,,,,,,,,,,,,0.98379248,0.89680588,,,,,,1.017573,,,1.028308,,,,1.0315437,,
1133,1134,1.0314685,,,,,,,,1.0410837,,,,,,,,,,1.0452995,,,,,,,,,,,,,,,,,1.0312724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0161836,0.97274739,0.88567322,0.89281535,,,,,,,,,,,,,0.98332036,0.89611596,,,,,,1.0174686,,,1.0281429,,,,1.0314509,,
1134,1135,1.0314583,,,,,,,,1.0408797,,,,,,,,,,1.0454121,,,,,,,,,,,,,,,,,1.0320985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0160757,0.97226179,0.8851884,0.89211458,,,,,,,,,,,,,0.98281211,0.89544797,,,,,,1.017399,,,1.0280919,,,,1.0314,,
1135,1136,1.0305611,,,,,,,,1.0410531,,,,,,,,,,1.0453768,,,,,,,,,,,,,,,,,1.0315104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0159682,0.97179019,0.88448918,0.89141124,,,,,,,,,,,,,0.98237717,0.8947022,,,,,,1.0173224,,,1.0278798,,,,1.0313326,,
1136,1137,1.0305561,,,,,,,,1.0403844,,,,,,,,,,1.0454862,,,,,,,,,,,,,,,,,1.0313032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0159645,0.97128385,0.88396323,0.89071065,,,,,,,,,,,,,0.98192698,0.89404738,,,,,,1.0172508,,,1.0279013,,,,1.0312399,,
1137,1138,1.0305157,,,,,,,,1.0407429,,,,,,,,,,1.0452976,,,,,,,,,,,,,,,,,1.0311942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0146308,0.97077394,0.88319641,0.8900798,,,,,,,,,,,,,0.98140335,0.89338368,,,,,,1.0170755,,,1.0277752,,,,1.0311468,,
1138,1139,1.0305265,,,,,,,,1.0404038,,,,,,,,,,1.0450692,,,,,,,,,,,,,,,,,1.0316255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0158551,0.97029573,0.88259041,0.88932037,,,,,,,,,,,,,0.98088264,0.89269221,,,,,,1.0169524,,,1.0277287,,,,1.0311228,,
1139,1140,1.0301961,,,,,,,,1.0402701,,,,,,,,,,1.0449964,,,,,,,,,,,,,,,,,1.0315886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0157298,0.9697684,0.8820132,0.88867319,,,,,,,,,,,,,0.98043567,0.89198595,,,,,,1.0167826,,,1.0276951,,,,1.0310605,,
1140,1141,1.0304435,,,,,,,,1.0405957,,,,,,,,,,1.0450712,,,,,,,,,,,,,,,,,1.0313697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0156542,0.96929318,0.88133591,0.88677508,,,,,,,,,,,,,0.97994262,0.89126951,,,,,,1.0167501,,,1.0277361,,,,1.0309964,,
1141,1142,1.0300729,,,,,,,,1.0404617,,,,,,,,,,1.0449892,,,,,,,,,,,,,,,,,1.0312327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0155486,0.96879601,0.88076878,0.88732117,,,,,,,,,,,,,0.97947097,0.89060074,,,,,,1.0166171,,,1.0275429,,,,1.0309981,,
1142,1143,1.0303241,,,,,,,,1.0400342,,,,,,,,,,1.0449083,,,,,,,,,,,,,,,,,1.0305536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0155212,0.96830779,0.88040739,0.88658011,,,,,,,,,,,,,0.97895628,0.88986605,,,,,,1.0165358,,,1.027506,,,,1.0309399,,
1143,1144,1.029824,,,,,,,,1.0402253,,,,,,,,,,1.0446546,,,,,,,,,,,,,,,,,1.0312128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0155252,0.96787751,0.88003904,0.88598651,,,,,,,,,,,,,0.97841293,0.88916636,,,,,,1.0164979,,,1.0274532,,,,1.0308858,,
1144,1145,1.0300223,,,,,,,,1.0393655,,,,,,,,,,1.044628,,,,,,,,,,,,,,,,,1.0307845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.015432,0.96731573,,0.88521618,,,,,,,,,,,,,0.97790921,0.88840079,,,,,,1.0163722,,,1.0274359,,,,1.0308075,,
1145,1146,1.0302869,,,,,,,,1.040058,,,,,,,,,,1.0447326,,,,,,,,,,,,,,,,,1.0306259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0153633,0.9667958,,0.88454342,,,,,,,,,,,,,0.97734845,0.88769871,,,,,,1.0162519,,,1.0273097,,,,1.0307266,,
1146,1147,1.0302253,,,,,,,,1.0401655,,,,,,,,,,1.044709,,,,,,,,,,,,,,,,,1.0310014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0152649,0.96633649,,0.88379031,,,,,,,,,,,,,0.97686791,0.88696241,,,,,,1.0162092,,,1.0272715,,,,1.0306743,,
1147,1148,1.0294286,,,,,,,,1.0401855,,,,,,,,,,1.0447837,,,,,,,,,,,,,,,,,1.0297691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0151638,0.9657985,,0.88313752,,,,,,,,,,,,,0.97638589,0.88623035,,,,,,1.0160545,,,1.0272466,,,,1.0305908,,
1148,1149,1.0298995,,,,,,,,1.0402118,,,,,,,,,,1.0445631,,,,,,,,,,,,,,,,,1.030396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0150636,0.96524948,,0.88240206,,,,,,,,,,,,,0.97587055,0.88544542,,,,,,1.0158821,,,1.0271409,,,,1.0306016,,
1149,1150,1.0293539,,,,,,,,1.0405562,,,,,,,,,,1.0443914,,,,,,,,,,,,,,,,,1.0300767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0150118,0.96479523,,0.88176912,,,,,,,,,,,,,0.97535771,0.88470566,,,,,,1.0158538,,,1.0270971,,,,1.0304753,,
1150,1151,1.0295745,,,,,,,,1.0400583,,,,,,,,,,1.0443693,,,,,,,,,,,,,,,,,1.0295345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0148927,0.96425128,,0.88100916,,,,,,,,,,,,,0.97480106,0.88390642,,,,,,1.0158147,,,1.0269787,,,,1.0304554,,
1151,1152,1.0293983,,,,,,,,1.0401065,,,,,,,,,,1.0446612,,,,,,,,,,,,,,,,,1.0300808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0148613,0.96379507,,0.88041735,,,,,,,,,,,,,0.97427422,0.88320833,,,,,,1.015601,,,1.0268626,,,,1.0304185,,
1152,1153,1.0291619,,,,,,,,1.0399847,,,,,,,,,,1.0444428,,,,,,,,,,,,,,,,,1.0299032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0147842,0.96329087,,0.88007373,,,,,,,,,,,,,0.97371012,0.88247329,,,,,,1.0155481,,,1.0268713,,,,1.0302974,,
1153,1154,1.0294918,,,,,,,,1.0399083,,,,,,,,,,1.044595,,,,,,,,,,,,,,,,,1.0297823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0147227,0.96281433,,,,,,,,,,,,,,,0.97320974,0.8816644,,,,,,1.0155553,,,1.0268104,,,,1.0302467,,
1154,1155,1.0296541,,,,,,,,1.039919,,,,,,,,,,1.0435393,,,,,,,,,,,,,,,,,1.0289619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0146661,0.96228671,,,,,,,,,,,,,,,0.97263592,0.88088381,,,,,,1.015419,,,1.0267649,,,,1.0302082,,
1155,1156,1.0298067,,,,,,,,1.0398786,,,,,,,,,,1.0444496,,,,,,,,,,,,,,,,,1.0298576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01455,0.96177012,,,,,,,,,,,,,,,0.97210854,0.88017184,,,,,,1.0152627,,,1.0268003,,,,1.03013,,
1156,1157,1.0290333,,,,,,,,1.0396273,,,,,,,,,,1.0439625,,,,,,,,,,,,,,,,,1.0286608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0145421,0.96130365,,,,,,,,,,,,,,,0.97149467,,,,,,,1.0150938,,,1.026655,,,,1.0300847,,
1157,1158,1.0291197,,,,,,,,1.0395633,,,,,,,,,,1.0440584,,,,,,,,,,,,,,,,,1.0285656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0144207,0.96081591,,,,,,,,,,,,,,,0.97094858,,,,,,,1.0149885,,,1.0265584,,,,1.029971,,
1158,1159,1.028875,,,,,,,,1.0395097,,,,,,,,,,1.0442758,,,,,,,,,,,,,,,,,1.0290977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0143934,0.96032614,,,,,,,,,,,,,,,0.97036266,,,,,,,1.0149713,,,1.0265789,,,,1.0299304,,
1159,1160,1.0289191,,,,,,,,1.0389351,,,,,,,,,,1.0445756,,,,,,,,,,,,,,,,,1.0294484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0143328,0.95977587,,,,,,,,,,,,,,,0.96985549,,,,,,,1.0146806,,,1.0264614,,,,1.0298861,,
1160,1161,1.0289623,,,,,,,,1.0392385,,,,,,,,,,1.0439845,,,,,,,,,,,,,,,,,1.0295296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0142103,0.9593451,,,,,,,,,,,,,,,0.9693107,,,,,,,1.0145772,,,1.0263966,,,,1.0298426,,
1161,1162,1.0289677,,,,,,,,1.0397261,,,,,,,,,,1.0444107,,,,,,,,,,,,,,,,,1.0292947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0141422,0.95881116,,,,,,,,,,,,,,,0.96872056,,,,,,,1.0144446,,,1.026359,,,,1.0297717,,
1162,1163,1.0290465,,,,,,,,1.0392319,,,,,,,,,,1.0438699,,,,,,,,,,,,,,,,,1.0291455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0140498,0.95834827,,,,,,,,,,,,,,,0.96808916,,,,,,,1.0144,,,1.0261601,,,,1.0297174,,
1163,1164,1.0288138,,,,,,,,1.039211,,,,,,,,,,1.0439044,,,,,,,,,,,,,,,,,1.0288306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.013976,0.95786232,,,,,,,,,,,,,,,0.96758038,,,,,,,1.0142466,,,1.0261304,,,,1.0296433,,
1164,1165,1.0284737,,,,,,,,1.0392176,,,,,,,,,,1.0438856,,,,,,,,,,,,,,,,,1.0288531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.013846,0.9573561,,,,,,,,,,,,,,,0.9670341,,,,,,,1.0141619,,,1.0260921,,,,1.029628,,
1165,1166,1.02823,,,,,,,,1.0392122,,,,,,,,,,1.0433387,,,,,,,,,,,,,,,,,1.0280535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0137949,0.95684707,,,,,,,,,,,,,,,0.96645409,,,,,,,1.0141078,,,1.0261518,,,,1.0295413,,
1166,1167,1.0283463,,,,,,,,1.0389242,,,,,,,,,,1.0435977,,,,,,,,,,,,,,,,,1.0279255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0136861,0.95634806,,,,,,,,,,,,,,,0.96587014,,,,,,,1.01407,,,1.0261153,,,,1.0294762,,
1167,1168,1.0281202,,,,,,,,1.0386308,,,,,,,,,,1.043646,,,,,,,,,,,,,,,,,1.0283475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0135915,0.95587319,,,,,,,,,,,,,,,0.96522403,,,,,,,1.0139312,,,1.0259508,,,,1.0294834,,
1168,1169,1.0277567,,,,,,,,1.0387424,,,,,,,,,,1.0438913,,,,,,,,,,,,,,,,,1.0278732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0134991,0.95533752,,,,,,,,,,,,,,,0.9645524,,,,,,,1.0138844,,,1.0258831,,,,1.0293769,,
1169,1170,1.0280869,,,,,,,,1.0385582,,,,,,,,,,1.0435066,,,,,,,,,,,,,,,,,1.0279646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0134029,0.95492274,,,,,,,,,,,,,,,0.96402997,,,,,,,1.0138011,,,1.0258181,,,,1.0293372,,
1170,1171,1.0284221,,,,,,,,1.0390575,,,,,,,,,,1.0440465,,,,,,,,,,,,,,,,,1.0279726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0133431,0.95437306,,,,,,,,,,,,,,,0.96351433,,,,,,,1.0136544,,,1.0257391,,,,1.029283,,
1171,1172,1.0283017,,,,,,,,1.0391904,,,,,,,,,,1.0435855,,,,,,,,,,,,,,,,,1.0283858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0132341,0.9539144,,,,,,,,,,,,,,,0.96288615,,,,,,,1.013605,,,1.0256889,,,,1.0292071,,
1172,1173,1.0277656,,,,,,,,1.0386999,,,,,,,,,,1.0439323,,,,,,,,,,,,,,,,,1.0276128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.013176,0.95345163,,,,,,,,,,,,,,,0.96225935,,,,,,,1.0135269,,,1.0256234,,,,1.0291133,,
1173,1174,1.0279707,,,,,,,,1.0391543,,,,,,,,,,1.0434657,,,,,,,,,,,,,,,,,1.0279913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0118665,0.95297486,,,,,,,,,,,,,,,0.96170706,,,,,,,1.0133915,,,1.0255182,,,,1.0291197,,
1174,1175,1.0278769,,,,,,,,1.0387952,,,,,,,,,,1.0432786,,,,,,,,,,,,,,,,,1.0277115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0130216,0.9525094,,,,,,,,,,,,,,,0.96102387,,,,,,,1.0132861,,,1.0254667,,,,1.0290264,,
1175,1176,1.0271215,,,,,,,,1.0385877,,,,,,,,,,1.0295508,,,,,,,,,,,,,,,,,1.0278397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0129557,0.95205683,,,,,,,,,,,,,,,0.96043581,,,,,,,1.0132239,,,1.0253277,,,,1.0289623,,
1176,1177,1.0272591,,,,,,,,1.0382245,,,,,,,,,,1.0317495,,,,,,,,,,,,,,,,,1.0276288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0128362,0.95156109,,,,,,,,,,,,,,,0.95990902,,,,,,,1.0130928,,,1.0253255,,,,1.0289026,,
1177,1178,1.0275091,,,,,,,,1.0245416,,,,,,,,,,1.0326625,,,,,,,,,,,,,,,,,1.0273973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0127389,0.95109391,,,,,,,,,,,,,,,0.95921236,,,,,,,1.0128895,,,1.0252599,,,,1.028898,,
1178,1179,1.0268544,,,,,,,,1.026484,,,,,,,,,,1.0339499,,,,,,,,,,,,,,,,,1.0275974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.012695,0.95067948,,,,,,,,,,,,,,,0.95864463,,,,,,,1.0126358,,,1.0250906,,,,1.0288419,,
1179,1180,1.0272599,,,,,,,,1.0273392,,,,,,,,,,1.0343114,,,,,,,,,,,,,,,,,1.0273776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0125744,0.95019031,,,,,,,,,,,,,,,0.95801425,,,,,,,1.0126065,,,1.0251654,,,,1.0287639,,
1180,1181,1.0270069,,,,,,,,1.0283386,,,,,,,,,,1.0343603,,,,,,,,,,,,,,,,,1.0268378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0124981,0.94971138,,,,,,,,,,,,,,,0.95743573,,,,,,,1.0125216,,,1.0250193,,,,1.028693,,
1181,1182,1.0265244,,,,,,,,1.0294046,,,,,,,,,,1.0347536,,,,,,,,,,,,,,,,,1.0269806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.012382,0.94926775,,,,,,,,,,,,,,,0.95682299,,,,,,,1.0124893,,,1.0249931,,,,1.0286528,,
1182,1183,1.0268918,,,,,,,,1.0294881,,,,,,,,,,1.0351621,,,,,,,,,,,,,,,,,1.0267673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.012357,0.94874203,,,,,,,,,,,,,,,0.95613348,,,,,,,1.0124048,,,1.0247703,,,,1.0285904,,
1183,1184,1.026472,,,,,,,,1.0300514,,,,,,,,,,1.0356412,,,,,,,,,,,,,,,,,1.0261246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0122983,0.94831342,,,,,,,,,,,,,,,0.95555389,,,,,,,1.0122275,,,1.0247959,,,,1.0284925,,
1184,1185,1.0266998,,,,,,,,1.0307631,,,,,,,,,,1.0355525,,,,,,,,,,,,,,,,,1.0269159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0121658,0.94781291,,,,,,,,,,,,,,,0.95485944,,,,,,,1.0122319,,,1.02464,,,,1.028421,,
